Chapter No,Verse No,Shloka,English Translation,Explanation,filter_expl
9,27,यत्करोषि यदश्नासि यज्जुहोषि ददासि यत् | यत्तपस्यसि कौन्तेय तत्कुरुष्व मदर्पणम् ॥27॥,"O son of Kunti, whatever you do, whatever you eat, whatever you offer as a sacrifice, whatever you give and whatever austerities you undertake, (all) that you offer to Me.","In the previous verse, Shree Krishna stated that all objects should be offered to Him.  Now He says that all actions should also be offered to Him.  Whatever social duties one may be engaged in, whatever vegetarian food one may be eating, whatever non-alcoholic beverages one may be drinking, whatever Vedic rites one may perform, whatever vows and austerities one may observe, should all be offered mentally to the Supreme Lord.  Very often, people separate devotion from their daily life, and look on it as something that is only to be performed inside the temple room.  However, devotion is not to be restricted to the periphery of the temple room; it is to be engaged in at every moment of our life. Sage Narad defines bhakti in this manner:nāradastu tadarpitā khilāchāratā tadvismaraṇe paramavyākulateti (Nārad Bhakti Darśhan, Sūtra 19)“Devotion means offering your every activity to God, and feeling intense separation if ever you lose remembrance of Him.”  When works are dedicated and mentally delivered to God, it is called arpaṇam.  Such an attitude metamorphoses the mundane activities of material life into divine service of God.  Swami Vivekananda expressed this attitude toward work when he declared: “No work is secular.  Everything is devotion and service.”  Saint Kabir stated this in his couplet:jahañ jahañ chalūñ karūñ parikramā, jo jo karūñ so sevājaba sovūñ karūñ daṇḍavat, jānūñ deva na dūjā“Wherever I walk, I feel I am circumambulating the Lord’s temple; whatever I do, I see it as service to God.  When I go to sleep, I meditate on the sentiment that I am offering obeisance to God.  In this way, I remain ever united with Him.”  Without realizing its significance, many people say the following verse in temples:kāyena vāchā manasendriyair vā buddhyātmanā vānusṛita-svabhāvātkaroti yad yat sakalaṁ parasmai nārāyaṇāyeti samarpayet tat  (Bhagavatam 11.2.36)“Whatever one does with body, words, mind, senses, and intellect, in accordance with one’s individual nature, should be offered to the Supreme Lord Narayan.”  However, this act of offering is not to be done at the end of the work by merely reciting mantras, such as śhrī kṛiṣhṇāya samarpaṇam astu, etc., as is done in the Vedic rituals.  It is to be done while performing the action itself, by maintaining the consciousness that we are working for the pleasure of the Lord.  Having stated that all works should be offered to Him, Shree Krishna now lists the benefits of doing so.",in previous verse shree krishna stated objects offered him now he says actions also offered him whatever social duties one may engaged whatever vegetarian food one may eating whatever nonalcoholic beverages one may drinking whatever vedic rites one may perform whatever vows austerities one may observe offered mentally supreme lord very often people separate devotion daily life look something performed inside temple room however devotion not restricted periphery temple room engaged every moment life sage narad defines bhakti manner nāradastu tadarpitā khilāchāratā tadvismaraṇe paramavyākulateti nārad bhakti darśhan sūtra devotion means offering every activity god feeling intense separation ever lose remembrance him when works dedicated mentally delivered god called arpaṇam such attitude metamorphoses mundane activities material life divine service god swami vivekananda expressed attitude toward work declared no work secular everything devotion service saint kabir stated couplet jahañ jahañ chalūñ karūñ parikramā jo jo karūñ sevājaba sovūñ karūñ daṇḍavat jānūñ deva na dūjā wherever i walk i feel i circumambulating lord temple whatever i i see service god when i go sleep i meditate sentiment i offering obeisance god in way i remain ever united him without realizing significance many people say following verse temples kāyena vāchā manasendriyair vā buddhyātmanā vānusṛitasvabhāvātkaroti yad yat sakalaṁ parasmai nārāyaṇāyeti samarpayet tat bhagavatam whatever one body words mind senses intellect accordance one individual nature offered supreme lord narayan however act offering not done end work merely reciting mantras śhrī kṛiṣhṇāya samarpaṇam astu etc done vedic rituals it done performing action maintaining consciousness working pleasure lord having stated works offered him shree krishna lists benefits
9,28,शुभाशुभफलैरेवं मोक्ष्यसे कर्मबन्धनै: | संन्यासयोगयुक्तात्मा विमुक्तो मामुपैष्यसि ॥28॥,"Thus, you will become free from bondage in the form of actions which are productive of good and bad results. Having your mind imbued with the yoga of renunciation and becoming free, you will attain Me.","Every action has defects, just as fire is covered by smoke.  When we walk on the earth, we unknowingly kill millions of tiny living entities.  In our occupational duties, no matter how careful we are in the fulfillment of our duties, we still end up harming the environment and hurting others.  Even if we eat a cup of yogurt, we still incur the sin of destroying the living entities that reside in it.  Some religious sects try to reduce this involuntary killing by tying a cloth over their mouth.  Even this does not fully eliminate the destruction of living entities in our breath. When we perform our actions with the intention of fulfilling our self-interest, we are culpable for the sins we commit, knowingly or unknowingly.  In accordance with the law of karma, we have to reap their karmic reactions.  Good works can also be binding because they oblige the soul to go to the celestial abodes to enjoy their results.  Thus, both bad and good karmas result in the continuity of the cycle of birth and death.   However, in this verse, Shree Krishna gives a simple solution for destroying all karmic reactions of work.  He uses the word sanyās yog, meaning renunciation of selfishness.  He says that when we dedicate our actions for the pleasure of the Lord, we are freed from the fetters of both good and bad results. Those who establish themselves in such consciousness are called yog yuktātmā (united in consciousness with God).  Such yogis become jīvan mukt (liberated in consciousness) even in this body.  And, upon leaving their mortal frame, they receive a divine body and eternal service in the divine Abode of God.",every action defects fire covered smoke when walk earth unknowingly kill millions tiny living entities in occupational duties matter careful fulfillment duties still end harming environment hurting others even eat cup yogurt still incur sin destroying living entities reside some religious sects try reduce involuntary killing tying cloth mouth even not fully eliminate destruction living entities breath when perform actions intention fulfilling selfinterest culpable sins commit knowingly unknowingly in accordance law karma reap karmic reactions good works also binding oblige soul go celestial abodes enjoy results thus bad good karmas result continuity cycle birth death however verse shree krishna gives simple solution destroying karmic reactions work he uses word sanyās yog meaning renunciation selfishness he says dedicate actions pleasure lord freed fetters good bad results those establish consciousness called yog yuktātmā united consciousness god such yogis become jīvan mukt liberated consciousness even body and upon leaving mortal frame receive divine body eternal service divine abode god
9,29,समोऽहं सर्वभूतेषु न मे द्वेष्योऽस्ति न प्रिय: | ये भजन्ति तु मां भक्त्या मयि ते तेषु चाप्यहम् ॥29॥,"I am impartial towards all beings; to Me there is none detestable or none dear. But those who worship Me with devotion, they exist in Me, and I too exist in them.","We all intuitively believe that if there is a God, He must be perfectly just; there cannot be an unjust God.  People suffering injustice in the world make statements such as, “Mr. Billionaire, you have the power of money on your side. Do what you like.  God will settle our dispute.  He is watching and will definitely punish you.  You cannot escape.”  This sort of statement does not indicate that the person making it is a saint, possessing absolute faith in God, for even common persons believe that God is perfectly just. However, the previous verse by Shree Krishna creates the doubt that God is partial toward His devotees, because while everyone is subject to the law of karma, God releases His devotees from it.  Isn’t this symptomatic of the defect of partiality?  Shree Krishna feels it necessary to clarify this point and begins the verse by saying samo’ ham, meaning, “No, no, I am equal to all.  But I have a uniform law in accordance with which I bestow My grace.”  This law was previously stated in verse 4.11: “In whatever way people surrender unto Me, I reciprocate accordingly. Everyone follows my path, knowingly or unknowingly, O son of Pritha.”The rainwater falls equally upon the earth.  Yet, the drop that falls on the cornfields gets converted into grain; the drop that falls on the desert bush gets converted into a thorn; the drop that falls in the gutter becomes dirty water; and the drop that falls in the oyster becomes a pearl.  There is no partiality on the part of the rain, since it is equitable in bestowing its grace upon the land.  The raindrops cannot be held responsible for this variation in results, which are a consequence of the nature of the recipient.  Similarly, God states here that He is equally disposed toward all living beings, and yet, those who do not love Him are bereft of the benefits of His grace because their hearts are unsuitable vessels for receiving it.  So, what can people do whose hearts are impure?  Shree Krishna now reveals the purifying power of bhakti.",we intuitively believe god he must perfectly not unjust god people suffering injustice world make statements mr billionaire power money side do like god settle dispute he watching definitely punish you not escape this sort statement not indicate person making saint possessing absolute faith god even common persons believe god perfectly however previous verse shree krishna creates doubt god partial toward his devotees everyone subject law karma god releases his devotees isn symptomatic defect partiality shree krishna feels necessary clarify point begins verse saying samo ham meaning no i equal but i uniform law accordance i bestow my grace this law previously stated verse in whatever way people surrender unto me i reciprocate accordingly everyone follows path knowingly unknowingly o son pritha the rainwater falls equally upon earth yet drop falls cornfields gets converted grain drop falls desert bush gets converted thorn drop falls gutter becomes dirty water drop falls oyster becomes pearl there partiality part rain since equitable bestowing grace upon land the raindrops not held responsible variation results consequence nature recipient similarly god states he equally disposed toward living beings yet not love him bereft benefits his grace hearts unsuitable vessels receiving so people whose hearts impure shree krishna reveals purifying power bhakti
9,30,अपि चेत्सुदुराचारो भजते मामनन्यभाक् | साधुरेव स मन्तव्य: सम्यग्व्यवसितो हि स: ॥30॥,"Even if a man of very bad conduct worships Me with one-pointed devotion, he is to be considered verily good; for he has resolved rightly.","Devotion to the Supreme Lord is so potent that it can reform even the most fallen.  In the scriptures, the classical examples of this are Ajamil and Valmiki, whose stories are commonly sung in all Indian languages.  Valmiki’s impious deeds were so overbearing that he was unable even to enunciate “Ra..ma,” the two syllables in Lord Ram’s name.  His sins were preventing him from taking the divine Name.  So, his Guru thought of a way of engaging him in devotion by making him chant the reverse, “Ma Ra,” with the intention that repetition of “Mara Mara Mara Mara…” will automatically create the sound of “Rama Rama Rama…”  As a result, even such a fallen soul as Valmiki was reformed by the process of ananya bhakti (exclusive devotion) and transformed into a legendary saint. ulaṭā nāmu japata jagu jānā, bālmīki bhae brahma samānā.  (Ramayan)“The whole world is testimony to the fact that Valmiki attained sainthood by chanting the syllables of God’s Name in the reverse order.”  Therefore, sinners are not condemned to eternal damnation.  On the strength of the transforming power of bhakti, Shree Krishna declares that even if the vilest sinners begin worshipping God exclusively, they should no longer be designated as sinners.  They have made a pure resolve and should thus be considered righteous due to their sublime spiritual intention.",devotion supreme lord potent reform even fallen in scriptures classical examples ajamil valmiki whose stories commonly sung indian languages valmiki impious deeds overbearing unable even enunciate ra two syllables lord ram name his sins preventing taking divine name so guru thought way engaging devotion making chant reverse ma ra intention repetition mara mara mara automatically create sound rama rama as result even fallen soul valmiki reformed process ananya bhakti exclusive devotion transformed legendary saint ulaṭā nāmu japata jagu jānā bālmīki bhae brahma samānā ramayan the whole world testimony fact valmiki attained sainthood chanting syllables god name reverse order therefore sinners not condemned eternal damnation on strength transforming power bhakti shree krishna declares even vilest sinners begin worshipping god exclusively longer designated sinners they made pure resolve thus considered righteous due sublime spiritual intention
9,31,क्षिप्रं भवति धर्मात्मा शश्वच्छान्तिं निगच्छति | कौन्तेय प्रतिजानीहि न मे भक्त: प्रणश्यति ॥31॥,"He soon becomes possessed of a virtuous mind; he attains everlasting peace. Do you proclaim boldly, O son of Kunti, that My devotee does not get ruined.","How can devotees be considered venerable, merely for having made the correct resolve?  Shree Krishna explains that if they continue the process of exclusive devotion with unflinching faith in God, their hearts will become purified and they will swiftly develop saintly virtues. Divine virtues emanate from God Himself.  He is perfectly just, truthful, compassionate, loving, merciful, etc.  Since we souls are His tiny parts, we are all naturally drawn to these godly qualities.  But the process of becoming virtuous remains an elusive mystery.  From childhood, we have heard that we must speak the truth, serve others, be free from anger, etc. and yet we are unable to put those teachings into practice for the simple reason that our mind is impure.  Without purification of the mind, blemishes of character cannot be eradicated fully and permanently.  Jagadguru Shree Kripaluji Maharaj declares the irrefutable truth regarding developing divine virtues:satya ahinsā ādi mana! bina hari bhajana na pāyajala te ghṛita nikale nahīñ, koṭina kariya upāya   (Bhakti Śhatak verse 35)“Oil stains on a cloth cannot be removed by water, no matter how much we try.  Similarly, truthfulness, non-violence, and other virtuous qualities cannot be acquired without engaging in devotion to God.”  These qualities manifest when the mind is purified; and the purification of the mind cannot take place without attaching it to the all-pure God. Further, Shree Krishna asks Arjun to boldly declare that His devotees will never perish.  He does not say, “The jñānī (person of knowledge) will not be lost.”  Nor does He say, “The karmī (performer of rituals) shall not perish.”  He makes His promise for His bhaktas (devotees), saying that “they shall never come to ruin.”  Thereby, He reiterates what He had stated in verse 9.22, that He personally carries the burden of maintaining those who depend upon Him and engage in exclusive devotion unto Him.It may seem intriguing why Shree Krishna asks Arjun to make this statement, instead of declaring it Himself?  The reason is that under special circumstances the Lord sometimes breaks His word, but He never permits His devotees’ word to be broken.  For example, Shree Krishna had resolved that He would not lift weapons during the Mahabharat war.  But when Bheeshma, considered the perfect devotee, resolved that he would either kill Arjun by sunset the next day or make the Lord lift weapons to protect him, Shree Krishna broke His own vow to protect the vow made by Bheeshma.  Thus, to reaffirm the strength of His statement, Shree Krishna here says, “Arjun, you declare that My devotee will never perish, for I shall guarantee that your word will be kept.”",how devotees considered venerable merely made correct resolve shree krishna explains continue process exclusive devotion unflinching faith god hearts become purified swiftly develop saintly virtues divine virtues emanate god himself he perfectly truthful compassionate loving merciful etc since souls his tiny parts naturally drawn godly qualities but process becoming virtuous remains elusive mystery from childhood heard must speak truth serve others free anger etc yet unable put teachings practice simple reason mind impure without purification mind blemishes character not eradicated fully permanently jagadguru shree kripaluji maharaj declares irrefutable truth regarding developing divine virtues satya ahinsā ādi mana bina hari bhajana na pāyajala te ghṛita nikale nahīñ koṭina kariya upāya bhakti śhatak verse oil stains cloth not removed water matter much try similarly truthfulness nonviolence virtuous qualities not acquired without engaging devotion god these qualities manifest mind purified purification mind not take place without attaching allpure god further shree krishna asks arjun boldly declare his devotees never perish he not say the jñānī person knowledge not lost nor he say the karmī performer rituals shall not perish he makes his promise his bhaktas devotees saying shall never come ruin thereby he reiterates he stated verse he personally carries burden maintaining depend upon him engage exclusive devotion unto himit may seem intriguing shree krishna asks arjun make statement instead declaring himself the reason special circumstances lord sometimes breaks his word he never permits his devotees word broken for example shree krishna resolved he would not lift weapons mahabharat war but bheeshma considered perfect devotee resolved would either kill arjun sunset next day make lord lift weapons protect shree krishna broke his vow protect vow made bheeshma thus reaffirm strength his statement shree krishna says arjun declare my devotee never perish i shall guarantee word kept
9,32,मां हि पार्थ व्यपाश्रित्य येऽपि स्यु: पापयोनय: | स्त्रियो वैश्यास्तथा शूद्रास्तेऽपि यान्ति परां गतिम् ॥32॥,"For, O son of Prtha, even those who are born of sin-women, Vaisyas, as also Sudras, even they reach the highest Goal by taking shelter under Me.","There are souls who have the good fortune of being born in pious families, where they are educated in good values and virtuous living from childhood.  This is a consequence of their good deeds in past lives.  Then, there are also souls who have the misfortune of being born in families of drunks, criminals, gamblers, and atheists.  This is also the result of sins committed in past lives. Here, Shree Krishna states that irrespective of birth, gender, caste, or race, whoever takes complete shelter of Him will attain the supreme goal.  Such is the greatness of the path of devotion that everyone is eligible for it, whereas in other paths there are strict criteria for eligibility. For the path of jñāna-yog, Jagadguru Shankaracharya states the eligibility:vivekino viraktasya śhamādiguṇa śhalinaḥmukukṣhoraiva hi brahma jijñāsā yogyatā matāḥ“Only those who possess the four qualifications—discrimination, detachment, disciplined mind and senses, and a deep yearning for liberation—are eligible for practicing the path of jñāna-yog.  In the path of karm kāṇḍ (Vedic rituals), there are six conditions to be met:deśhe kāle upāyena dravyaṁ śhraddhā samanvitampātre pradīyate yattat sakalaṁ dharma lakṣhaṇam“Six criteria must be fulfilled for the fruition of ritualistic activities—the proper place, the correct time, the exact procedure and correct enunciation of mantras, utilization of pure materials, a qualified Brahmin who performs the yajña, and staunch faith in its efficacy.”In the path of aṣhṭāṅg-yog as well, there are strict regulations:śhuchau deśhe pratiṣhṭhāpya   (Bhagavatam 3.28.8)“Perform haṭha-yog in a pure place, while seated immovably in the proper asan.”In contrast, bhakti-yog is such that it can be done by anyone, at any time, place, and circumstance, and with any material.na deśha niyamastasmin na kāla niyamasthathā   (Padma Purāṇ)This verse states that God is not concerned with the time or place where we perform devotion.  He only sees the love in our heart.  All souls are the children of God, and He is willing to accept everyone with open arms, provided they come to Him with genuine love.”",there souls good fortune born pious families educated good values virtuous living childhood this consequence good deeds past lives then also souls misfortune born families drunks criminals gamblers atheists this also result sins committed past lives here shree krishna states irrespective birth gender caste race whoever takes complete shelter him attain supreme goal such greatness path devotion everyone eligible whereas paths strict criteria eligibility for path jñānayog jagadguru shankaracharya states eligibility vivekino viraktasya śhamādiguṇa śhalinaḥmukukṣhoraiva hi brahma jijñāsā yogyatā matāḥ only possess four detachment disciplined mind senses deep yearning eligible practicing path jñānayog in path karm kāṇḍ vedic rituals six conditions met deśhe kāle upāyena dravyaṁ śhraddhā samanvitampātre pradīyate yattat sakalaṁ dharma lakṣhaṇam six criteria must fulfilled fruition ritualistic proper place correct time exact procedure correct enunciation mantras utilization pure materials qualified brahmin performs yajña staunch faith efficacy in path aṣhṭāṅgyog well strict regulations śhuchau deśhe pratiṣhṭhāpya bhagavatam perform haṭhayog pure place seated immovably proper asan in contrast bhaktiyog done anyone time place circumstance materialna deśha niyamastasmin na kāla niyamasthathā padma purāṇ this verse states god not concerned time place perform devotion he sees love heart all souls children god he willing accept everyone open arms provided come him genuine love
9,33,किं पुनर्ब्राह्मणा: पुण्या भक्ता राजर्षयस्तथा | अनित्यमसुखं लोकमिमं प्राप्य भजस्व माम् ॥33॥,"What to speak of the holy Brahmanas as also of devout kind-sages! Having come to this ephemeral and miserable world, do you worship Me.","When even the most abominable sinners are assured of success on the path of bhakti, then why should more qualified souls have any doubt?  Kings and sages should be even more reassured of attaining the supreme destination by engaging in ananya bhakti (exclusive devotion).  Shree Krishna thus beckons Arjun, “A saintly king like you should become situated in the knowledge that the world is temporary and a place of misery.  Engage yourself in steadfast devotion to Me, the possessor of unlimited eternal happiness.  Else the blessing of birth in a kingly and saintly family, good education, and favorable material circumstances will all be wasted, if they are not utilized in the pursuit of the supreme goal.”",when even abominable sinners assured success path bhakti qualified souls doubt kings sages even reassured attaining supreme destination engaging ananya bhakti exclusive devotion shree krishna thus beckons arjun a saintly king like become situated knowledge world temporary place misery engage steadfast devotion me possessor unlimited eternal happiness else blessing birth kingly saintly family good education favorable material circumstances wasted not utilized pursuit supreme goal
9,34,मन्मना भव मद्भक्तो मद्याजी मां नमस्कुरु | मामेवैष्यसि युक्त्वैवमात्मानं मत्परायण: ॥34॥,"Having your mind fixed on Me, be devoted to Me, sacrifice to Me, and bow down to Me. By concentrating your mind and accepting Me as the supreme Goal, you shall surely attain Me who am thus the Self.","Having stressed bhakti, the path of devotion, throughout this chapter, Shree Krishna now concludes it by entreating Arjun to become His devotee.  He asks Arjun to unite his consciousness with God in true Yog, by worshipping Him, engaging the mind in meditation upon His divine form, and offering obeisance in pure humility to Him. Namaskuru (the act of humble obeisance) effectively neutralizes vestiges of egotism that may arise in the performance of devotion.  Thus, free from pride, with the heart immersed in devotion, one should dedicate all one’s thoughts and actions to the Supreme.  Shree Krishna assures Arjun that such complete communion with Him through bhakti-yog will definitely result in the attainment of God-realization; of this, there should be no doubt.",having stressed bhakti path devotion throughout chapter shree krishna concludes entreating arjun become his devotee he asks arjun unite consciousness god true yog worshipping him engaging mind meditation upon his divine form offering obeisance pure humility him namaskuru act humble obeisance effectively neutralizes vestiges egotism may arise performance devotion thus free pride heart immersed devotion one dedicate one thoughts actions supreme shree krishna assures arjun complete communion him bhaktiyog definitely result attainment godrealization doubt
10,1,श्रीभगवानुवाच | भूय एव महाबाहो शृणु मे परमं वच: | यत्तेऽहं प्रीयमाणाय वक्ष्यामि हितकाम्यया ॥1॥,"The Blessed Lord said: O mighty-armed one, listen over again ot My supreme utterance, which I, wishing your welfare, shall speak to you who take delight (in it).","Shree Krishna is delighted with Arjun’s keen interest in hearing his glories. Now, to further enhance his joy and fan his enthusiasm for loving devotion, Shree Krishna declares that he will narrate his sublime glories and incomparable attributes. He uses the words te prīyamāṇāya, implying “You are my beloved confidant, and so I am revealing this very special knowledge to you.”",shree krishna delighted arjun keen interest hearing glories now enhance joy fan enthusiasm loving devotion shree krishna declares narrate sublime glories incomparable attributes he uses words te prīyamāṇāya implying you beloved confidant i revealing special knowledge
10,2,न मे विदु: सुरगणा: प्रभवं न महर्षय: | अहमादिर्हि देवानां महर्षीणां च सर्वश: ॥2॥,"Neither the gods nor the great sages know My majesty. For, in all respects, I am the source of the gods and the great sages.","A father knows about the birth and life of his son, because he witnesses it. But the birth and childhood of his father are beyond the ken of the son, because they occurred before he was born. Likewise, the devatās (celestial gods) and the ṛiṣhis (sages) cannot comprehend the real nature of the origin of God, who existed before they were even born. And so, the Rig Veda states:ko addhā veda ka iha prāvochat, kuta ā jātā kuta iyaṁ viśhrushtiḥarvāgdevā asya visarjanāya, athā ko veda yata ābabhūva(10.129.6)[v1]“Who in the world can know clearly? Who can proclaim from where this universe was born? Who can state where this creation has come from? The devatās came after creation. Therefore, who knows from where the universe arose?” Again, the Īśhopaniṣhad states:nainaddevā āpnuvan pūrvamarṣhat(Īśhopaniṣhad 4)[v2]“God cannot be known by the celestial devatās, as he existed before them.” Yet, such inaccessible knowledge will now be given by Shree Krishna to nurture the devotion of his dear friend.",a father knows birth life son witnesses but birth childhood father beyond ken son occurred born likewise devatās celestial gods ṛiṣhis sages not comprehend real nature origin god existed even born and rig veda states ko addhā veda ka iha prāvochat kuta ā jātā kuta iyaṁ viśhrushtiḥarvāgdevā asya visarjanāya athā ko veda yata ābabhūva who world know clearly who proclaim universe born who state creation come the devatās came creation therefore knows universe arose again īśhopaniṣhad states nainaddevā āpnuvan pūrvamarṣhat īśhopaniṣhad god not known celestial devatās existed them yet inaccessible knowledge given shree krishna nurture devotion dear friend
10,3,यो मामजमनादिं च वेत्ति लोकमहेश्वरम् | असम्मूढ: स मर्त्येषु सर्वपापै: प्रमुच्यते ॥3॥,"He who knows Me-the birth-less, the beginning-less, and the great Lord of the worlds, he, the undeluded one among mortals, becomes freed from all sins.","Having said that no one can know him, Shree Krishna now states that some people do know him. Is he contradicting himself? No, he means that by self-efforts no one can know God, but if God himself bestows his grace upon someone, that fortunate soul gets to know him. Hence, all those who come to know God do so by virtue of his divine grace. As he mentions in verse 10 of this chapter: “To those whose minds are always united with me in loving devotion, I give the divine knowledge by which they can attain me.” Here, Shree Krishna says that those who know him as the Supreme Lord of all lords are not deluded. Such blessed souls become free from all reactions to their past and present actions, and develop loving devotion toward him.To make the distinction between the souls and himself, Shree Krishna declares that he is loka maheśhwaram (the great Lord of all the abodes of existence). The same declaration has been made in the Śhwetāśhvatar Upaniṣhad:tamīśhwarāṇāṁ paramaṁ maheśhwaraṁtaṁ devatānāṁ paramaṁ cha daivataṁpatiṁ patīnāṁ paramaṁ parastādvidāma devaṁ bhuvaneśhamīḍyam(6.7)[v3]“The Supreme Lord is the Controller of all controllers; he is the God of all gods. He is the Beloved of all beloveds; he is the Ruler of the world, and beyond the material energy.”",having said one know shree krishna states people know is contradicting no means selfefforts one know god god bestows grace upon someone fortunate soul gets know hence come know god virtue divine grace as mentions verse chapter to whose minds always united loving devotion i give divine knowledge attain me here shree krishna says know supreme lord lords not deluded such blessed souls become free reactions past present actions develop loving devotion toward himto make distinction souls shree krishna declares loka maheśhwaram great lord abodes existence the declaration made śhwetāśhvatar upaniṣhad tamīśhwarāṇāṁ paramaṁ maheśhwaraṁtaṁ devatānāṁ paramaṁ cha daivataṁpatiṁ patīnāṁ paramaṁ parastādvidāma devaṁ bhuvaneśhamīḍyam the supreme lord controller controllers god gods he beloved beloveds ruler world beyond material energy
10,4,बुद्धिर्ज्ञानमसम्मोह: क्षमा सत्यं दम: शम: | सुखं दु:खं भवोऽभावो भयं चाभयमेव च ॥4॥ अहिंसा समता तुष्टिस्तपो दानं यशोऽयशः। भवन्ति भावा भूतानां मत्त एव पृथग्विधाः॥ ॥5॥,"Intelligence, wisdom, non-delusion, forgiveness, truth, control of the external organs, control of the internal organs, happiness, sorrow, birth, death and fear as also fearlessness, non-injury, equanimity, satisfaction, austerity, charity, fame, infamy-(these) different dispositions of beings spring from Me alone.","In these two verses, Lord Krishna continues to confirm his Supreme Lordship and absolute dominion over all that exists in creation. Here, he mentions twenty emotions that manifest in a variety of degrees and combinations in different people to form the individual fabric of human nature. He declares that the various moods, temperaments, and dispositions of humankind all emanate from him.Buddhi is the ability to analyze things in their proper perspective.Jñānam is the ability to discriminate spiritual from material.Asammoham is the absence of confusion.Kṣhamā is the ability to forgive those who have harmed us.Satyam is the veracity to declare the truth for the benefit of all.Dam means restraining the senses from the sense objects.Śham is restraint and control of the mind.Sukham is the emotion of joy and delight.Duḥkham is the emotion of sorrow and affliction.Bhavaḥ is the perception of one’s existence “I am.”Abhāvaḥ is the experience of death.Bhaya is the fear of oncoming difficulties.Abhaya is freedom from fear.Ahinsā is abstinence from harming any being through word, deed, or thought.Samatā is equanimity in good and bad situations.Tuṣhṭi is feeling content in whatever comes by ones karma.Tapa is voluntary austerities for spiritual benefit, in accordance with the Vedas.Dān is giving in charity to one who is worthy.Yaśh is fame arising from possessing good qualities.Ayaśh is infamy for possessing bad qualities.Shree Krishna states that all these qualities manifest in individuals to the extent sanctioned by him alone. Hence, he is the source of all good and bad natures in living beings. This can be likened to the electric power supplied by the power house being used by various gadgets. The same electric power passing through different gadgets creates different effects. It creates sound in one, light in the other, and heat in the third. Although the manifestations are different, their source is the same electric supply from the powerhouse. Similarly, the energy of God manifests in us positively or negatively according to our puruṣhārth (the actions we perform by exercising our freedom of choice) in the present and past lives.",in two verses lord krishna continues confirm supreme lordship absolute dominion exists creation here mentions twenty emotions manifest variety degrees combinations different people form individual fabric human nature he declares various moods temperaments dispositions humankind emanate himbuddhi ability analyze things proper perspectivejñānam ability discriminate spiritual materialasammoham absence confusionkṣhamā ability forgive harmed ussatyam veracity declare truth benefit alldam means restraining senses sense objectsśham restraint control mindsukham emotion joy delightduḥkham emotion sorrow afflictionbhavaḥ perception one existence i am abhāvaḥ experience deathbhaya fear oncoming difficultiesabhaya freedom fearahinsā abstinence harming word deed thoughtsamatā equanimity good bad situationstuṣhṭi feeling content whatever comes ones karmatapa voluntary austerities spiritual benefit accordance vedasdān giving charity one worthyyaśh fame arising possessing good qualitiesayaśh infamy possessing bad qualitiesshree krishna states qualities manifest individuals extent sanctioned alone hence source good bad natures living beings this likened electric power supplied power house used various gadgets the electric power passing different gadgets creates different effects it creates sound one light heat third although manifestations different source electric supply powerhouse similarly energy god manifests us positively negatively according puruṣhārth actions perform exercising freedom choice present past lives
